,country,Date,population_density_per_square_km.,population_total.,gdp_per_capita_yearly_growth.,children_and_elderly_per_100_adults.,income_per_person_gdppercapita_ppp_inflation_adjusted.
437,Barbados,2007,642.0,276000,1.41,47.7,16100.0
438,Barbados,2008,645.0,277000,0.128,47.5,16100.0
439,Barbados,2009,648.0,278000,-4.33,47.6,15400.0
440,Barbados,2010,650.0,280000,-0.0153,47.9,15300.0
441,Barbados,2011,653.0,281000,0.311,48.0,15400.0
442,Barbados,2012,655.0,282000,-0.24,48.4,15400.0
443,Barbados,2013,657.0,283000,-0.948,49.0,15300.0
444,Barbados,2014,659.0,283000,-1.46,49.7,15300.0
445,Barbados,2015,661.0,284000,0.64,50.4,15400.0
446,Barbados,2016,663.0,285000,1.36,51.0,15600.0
447,Barbados,2017,664.0,286000,1.52,51.5,15800.0
448,Barbados,2018,666.0,286000,2.08,52.2,16000.0
449,Barbados,2019,667.0,287000,2.08,53.1,16200.0
450,Belarus,1990,50.4,10200000,-1.98,50.5,8350.0
451,Belarus,1991,50.4,10200000,-1.68,51.0,8250.0
452,Belarus,1992,50.4,10200000,-10.1,51.5,7440.0
453,Belarus,1993,50.3,10200000,-8.08,51.8,6860.0
454,Belarus,1994,50.1,10200000,-11.9,51.9,6070.0
455,Belarus,1995,50.0,10100000,-10.5,51.7,5450.0
456,Belarus,1996,49.8,10100000,2.75,51.0,5620.0
457,Belarus,1997,49.6,10100000,11.4,50.1,6290.0
458,Belarus,1998,49.4,10000000,8.5,49.1,6850.0
459,Belarus,1999,49.2,9990000,3.52,48.0,7120.0
460,Belarus,2000,49.0,9930000,5.96,46.9,7560.0
461,Belarus,2001,48.7,9870000,4.87,46.3,7960.0
462,Belarus,2002,48.3,9810000,5.15,45.7,8420.0
463,Belarus,2003,48.0,9740000,6.94,45.1,9070.0
464,Belarus,2004,47.7,9680000,11.5,44.4,10200.0
465,Belarus,2005,47.4,9620000,9.41,43.5,11200.0
466,Belarus,2006,47.2,9580000,10.4,42.9,12400.0
467,Belarus,2007,47.0,9540000,8.92,42.1,13500.0
468,Belarus,2008,46.9,9510000,12.3,41.3,15000.0
469,Belarus,2009,46.8,9490000,0.311,40.7,15000.0
470,Belarus,2010,46.7,9470000,7.96,40.5,16200.0
471,Belarus,2011,46.7,9470000,6.07,40.7,17200.0
472,Belarus,2012,46.7,9470000,1.9,41.1,17500.0
473,Belarus,2013,46.7,9480000,0.9109999999999999,41.7,17700.0
474,Belarus,2014,46.7,9480000,2.09,42.3,17900.0
475,Belarus,2015,46.7,9490000,3.01,43.0,17200.0
476,Belarus,2016,46.7,9480000,3.26,44.2,16700.0
477,Belarus,2017,46.7,9470000,3.19,45.3,16900.0
478,Belarus,2018,46.6,9450000,3.27,46.4,17200.0
479,Belarus,2019,46.5,9430000,3.3,47.5,17600.0
480,Belgium,1990,330.0,10000000,2.71,49.5,30700.0
481,Belgium,1991,332.0,10000000,1.48,50.0,31100.0
482,Belgium,1992,333.0,10100000,1.11,50.4,31500.0
483,Belgium,1993,334.0,10100000,-1.35,50.8,31100.0
484,Belgium,1994,335.0,10200000,2.84,51.2,32000.0
485,Belgium,1995,336.0,10200000,2.06,51.5,32700.0
486,Belgium,1996,337.0,10200000,0.9229999999999999,51.9,33100.0
487,Belgium,1997,338.0,10200000,3.13,52.1,34300.0
488,Belgium,1998,338.0,10200000,1.7,52.3,34900.0
489,Belgium,1999,339.0,10300000,3.23,52.5,36000.0
490,Belgium,2000,340.0,10300000,3.47,52.6,37300.0
491,Belgium,2001,341.0,10300000,0.507,52.5,37400.0
492,Belgium,2002,342.0,10400000,1.31,52.5,37900.0
493,Belgium,2003,344.0,10400000,0.8220000000000001,52.4,38100.0
494,Belgium,2004,346.0,10500000,2.81,52.2,39300.0
495,Belgium,2005,348.0,10500000,1.51,52.0,39900.0
496,Belgium,2006,351.0,10600000,2.03,51.9,40600.0
497,Belgium,2007,353.0,10700000,2.17,51.7,41700.0
498,Belgium,2008,356.0,10800000,0.206,51.4,41700.0
499,Belgium,2009,359.0,10900000,-3.56,51.3,40400.0
500,Belgium,2010,361.0,10900000,1.6,51.4,41100.0
501,Belgium,2011,364.0,11000000,0.297,51.8,41200.0
502,Belgium,2012,366.0,11100000,-0.9840000000000001,52.3,41000.0
503,Belgium,2013,368.0,11200000,-0.351,52.9,40800.0
504,Belgium,2014,371.0,11200000,0.955,53.6,41400.0
505,Belgium,2015,373.0,11300000,0.7809999999999999,54.2,41700.0
506,Belgium,2016,375.0,11400000,0.654,54.9,41900.0
507,Belgium,2017,377.0,11400000,0.723,55.7,42400.0
508,Belgium,2018,380.0,11500000,0.764,56.4,42800.0
509,Belgium,2019,382.0,11600000,0.857,57.1,43200.0
510,Belize,1990,8.22,188000,7.23,90.8,5170.0
511,Belize,1991,8.38,191000,8.77,90.4,5600.0
512,Belize,1992,8.52,194000,9.1,90.2,6170.0
513,Belize,1993,8.66,198000,3.08,90.1,6450.0
514,Belize,1994,8.84,202000,-2.55,89.8,6330.0
515,Belize,1995,9.07,207000,-2.23,89.3,6210.0
516,Belize,1996,9.37,214000,-0.785,87.3,6100.0
517,Belize,1997,9.72,222000,-0.0183,85.1,6090.0
518,Belize,1998,10.1,230000,0.0148,83.2,6080.0
519,Belize,1999,10.5,239000,6.38,81.8,6370.0
520,Belize,2000,10.8,247000,9.24,80.7,6960.0
521,Belize,2001,11.2,255000,1.89,79.3,7090.0
522,Belize,2002,11.5,262000,1.96,78.0,7250.0
523,Belize,2003,11.8,269000,5.94,76.6,7720.0
524,Belize,2004,12.1,276000,1.35,75.0,7870.0
525,Belize,2005,12.4,283000,-0.144,73.4,7870.0
526,Belize,2006,12.7,291000,2.26,71.6,8020.0
527,Belize,2007,13.1,298000,-3.46,69.9,7900.0
528,Belize,2008,13.4,306000,1.39,68.3,7950.0
529,Belize,2009,13.8,314000,-1.53,66.7,7810.0
530,Belize,2010,14.1,322000,1.2,65.3,7880.0
531,Belize,2011,14.4,329000,0.245,63.4,7860.0
532,Belize,2012,14.8,337000,2.32,61.6,7970.0
533,Belize,2013,15.1,344000,-0.141,60.0,7900.0
534,Belize,2014,15.4,352000,0.7440000000000001,58.3,8050.0
535,Belize,2015,15.8,359000,0.7440000000000001,56.8,8060.0
536,Belize,2016,16.1,367000,0.7440000000000001,55.7,7830.0
537,Belize,2017,16.4,375000,0.7440000000000001,54.5,7780.0
538,Belize,2018,16.8,382000,0.7440000000000001,53.4,7710.0
539,Belize,2019,17.1,390000,0.7440000000000001,52.4,7640.0
540,Benin,1990,44.2,4980000,0.616,97.3,1460.0
541,Benin,1991,45.7,5150000,1.39,97.0,1470.0
542,Benin,1992,47.3,5330000,0.809,96.4,1470.0
543,Benin,1993,49.0,5520000,-1.12,95.8,1500.0
544,Benin,1994,50.7,5710000,-0.797,95.0,1480.0
545,Benin,1995,52.4,5910000,0.696,94.1,1520.0
546,Benin,1996,54.0,6090000,2.17,94.4,1530.0
547,Benin,1997,55.7,6280000,2.56,94.4,1570.0
548,Benin,1998,57.4,6470000,1.53,94.2,1590.0
549,Benin,1999,59.1,6660000,1.67,93.9,1620.0
550,Benin,2000,60.9,6870000,2.73,93.6,1670.0
551,Benin,2001,62.8,7080000,1.97,93.1,1700.0
552,Benin,2002,64.7,7300000,2.97,92.4,1730.0
553,Benin,2003,66.7,7520000,0.9590000000000001,91.7,1740.0
554,Benin,2004,68.7,7750000,0.222,90.8,1760.0
555,Benin,2005,70.8,7980000,0.0626,89.8,1740.0
556,Benin,2006,72.9,8220000,0.616,89.4,1750.0
557,Benin,2007,75.0,8450000,1.52,88.8,1810.0
558,Benin,2008,77.1,8700000,1.96,88.1,1840.0
559,Benin,2009,79.3,8940000,-0.276,87.2,1830.0
560,Benin,2010,81.6,9200000,-0.323,86.2,1820.0
561,Benin,2011,83.9,9460000,0.6859999999999999,85.6,1820.0
562,Benin,2012,86.3,9730000,2.55,84.9,1860.0
563,Benin,2013,88.7,10000000,2.87,84.0,1940.0
564,Benin,2014,91.2,10300000,2.79,83.0,2000.0
565,Benin,2015,93.8,10600000,2.59,82.0,1990.0
566,Benin,2016,96.4,10900000,2.27,81.2,2010.0
567,Benin,2017,99.1,11200000,2.35,80.3,2080.0
568,Benin,2018,102.0,11500000,2.42,79.3,2170.0
569,Benin,2019,105.0,11800000,2.5,78.3,2260.0
570,Bhutan,1990,14.1,537000,10.3,87.1,2330.0
571,Bhutan,1991,14.1,537000,1.27,88.1,2320.0
572,Bhutan,1992,13.9,532000,5.51,88.7,2450.0
573,Bhutan,1993,13.7,523000,4.46,88.9,2540.0
574,Bhutan,1994,13.6,517000,8.06,89.1,2700.0
575,Bhutan,1995,13.5,515000,7.8,89.7,2900.0
576,Bhutan,1996,13.6,519000,6.0,87.9,3030.0
577,Bhutan,1997,13.9,529000,4.29,86.2,3140.0
578,Bhutan,1998,14.2,542000,3.69,84.4,3240.0
579,Bhutan,1999,14.6,558000,5.05,82.4,3400.0
580,Bhutan,2000,15.0,573000,4.73,79.9,3540.0
581,Bhutan,2001,15.5,590000,4.24,76.0,3720.0
582,Bhutan,2002,15.9,606000,6.9,72.0,4010.0
583,Bhutan,2003,16.4,623000,4.62,68.2,4200.0
584,Bhutan,2004,16.8,640000,4.1,64.8,4330.0
585,Bhutan,2005,17.2,657000,4.17,61.7,4520.0
586,Bhutan,2006,17.6,672000,4.41,59.6,4720.0
587,Bhutan,2007,18.0,687000,15.6,57.8,5450.0
588,Bhutan,2008,18.4,701000,2.76,56.1,5590.0
589,Bhutan,2009,18.7,714000,4.89,54.5,5850.0
590,Bhutan,2010,19.1,728000,9.79,52.9,6420.0
591,Bhutan,2011,19.4,741000,6.7,51.7,6810.0
592,Bhutan,2012,19.8,753000,5.77,50.4,7030.0
593,Bhutan,2013,20.1,765000,4.74,49.1,7070.0
594,Bhutan,2014,20.4,776000,6.14,47.9,7370.0
595,Bhutan,2015,20.7,787000,7.34,46.9,7740.0
596,Bhutan,2016,20.9,798000,7.97,46.0,8110.0
597,Bhutan,2017,21.2,808000,8.4,45.3,8870.0
598,Bhutan,2018,21.4,817000,11.3,44.7,9930.0
599,Bhutan,2019,21.7,826000,7.8,44.2,10600.0
600,Bolivia,1990,6.33,6860000,2.76,84.1,3710.0
601,Bolivia,1991,6.45,6990000,2.93,83.7,3830.0
602,Bolivia,1992,6.58,7130000,-0.6890000000000001,83.1,3810.0
603,Bolivia,1993,6.71,7270000,1.8,82.4,3900.0
604,Bolivia,1994,6.85,7420000,2.46,81.6,4000.0
605,Bolivia,1995,6.98,7570000,2.43,80.8,4110.0
606,Bolivia,1996,7.12,7720000,2.2,80.1,4200.0
607,Bolivia,1997,7.27,7870000,2.85,79.3,4320.0
608,Bolivia,1998,7.41,8030000,3.11,78.4,4450.0
609,Bolivia,1999,7.55,8180000,-1.52,77.5,4390.0
610,Bolivia,2000,7.7,8340000,0.507,76.6,4410.0
611,Bolivia,2001,7.84,8500000,-0.134,75.9,4400.0
612,Bolivia,2002,7.99,8650000,0.682,75.0,4430.0
613,Bolivia,2003,8.13,8810000,1.1,74.2,4470.0
614,Bolivia,2004,8.28,8970000,2.26,73.3,4580.0
615,Bolivia,2005,8.42,9130000,2.53,72.5,4700.0
616,Bolivia,2006,8.57,9280000,2.62,71.7,4840.0
617,Bolivia,2007,8.72,9440000,2.43,70.9,4970.0
618,Bolivia,2008,8.86,9600000,4.03,70.2,5190.0
619,Bolivia,2009,9.01,9760000,1.34,69.4,5280.0
620,Bolivia,2010,9.16,9920000,2.14,68.5,5410.0
621,Bolivia,2011,9.3,10100000,3.17,67.5,5600.0
622,Bolivia,2012,9.45,10200000,3.21,66.5,5790.0
623,Bolivia,2013,9.6,10400000,4.81,65.5,6090.0
624,Bolivia,2014,9.75,10600000,3.14,64.6,6330.0
625,Bolivia,2015,9.9,10700000,3.04,63.7,6530.0
626,Bolivia,2016,10.1,10900000,3.04,62.9,6710.0
627,Bolivia,2017,10.2,11100000,3.04,62.2,6850.0
628,Bolivia,2018,10.4,11200000,3.04,61.6,6980.0
629,Bolivia,2019,10.5,11400000,3.04,61.0,7110.0
630,Bosnia and Herzegovina,1990,87.5,4460000,-7.64,44.1,2780.0
631,Bosnia and Herzegovina,1991,85.7,4370000,-12.1,43.9,2440.0
632,Bosnia and Herzegovina,1992,83.1,4240000,-24.6,43.9,1840.0
633,Bosnia and Herzegovina,1993,80.2,4090000,-25.6,44.0,1370.0
634,Bosnia and Herzegovina,1994,77.4,3950000,7.32,44.1,1470.0
635,Bosnia and Herzegovina,1995,75.4,3840000,8.17,44.1,1830.0
636,Bosnia and Herzegovina,1996,74.1,3780000,58.5,44.0,3510.0
637,Bosnia and Herzegovina,1997,73.6,3750000,36.7,43.8,4750.0
638,Bosnia and Herzegovina,1998,73.5,3750000,10.2,43.7,5500.0
639,Bosnia and Herzegovina,1999,73.7,3760000,5.6,43.5,6010.0
640,Bosnia and Herzegovina,2000,73.9,3770000,3.39,43.1,6330.0
641,Bosnia and Herzegovina,2001,73.9,3770000,2.57,43.1,6600.0
642,Bosnia and Herzegovina,2002,74.0,3780000,2.35,42.7,6940.0
643,Bosnia and Herzegovina,2003,74.1,3780000,1.31,42.1,7210.0
644,Bosnia and Herzegovina,2004,74.1,3780000,3.6,41.6,7650.0
645,Bosnia and Herzegovina,2005,74.1,3780000,2.99,41.2,8320.0
646,Bosnia and Herzegovina,2006,74.1,3780000,5.95,40.3,8770.0
647,Bosnia and Herzegovina,2007,74.0,3770000,6.2,39.8,9280.0
648,Bosnia and Herzegovina,2008,73.8,3760000,5.73,39.6,9820.0
649,Bosnia and Herzegovina,2009,73.5,3750000,-2.74,39.4,9580.0
650,Bosnia and Herzegovina,2010,73.0,3720000,0.9079999999999999,39.2,9720.0
651,Bosnia and Herzegovina,2011,72.3,3690000,1.44,39.5,9890.0
652,Bosnia and Herzegovina,2012,71.5,3650000,-1.05,39.6,9910.0
653,Bosnia and Herzegovina,2013,70.7,3600000,1.36,39.8,10300.0
654,Bosnia and Herzegovina,2014,69.9,3570000,2.18,40.1,10500.0
655,Bosnia and Herzegovina,2015,69.3,3540000,3.41,40.7,10900.0
656,Bosnia and Herzegovina,2016,69.0,3520000,3.94,41.5,11200.0
657,Bosnia and Herzegovina,2017,68.8,3510000,4.26,42.5,11600.0
658,Bosnia and Herzegovina,2018,68.7,3500000,4.2,43.8,12100.0
659,Bosnia and Herzegovina,2019,68.7,3500000,4.24,45.0,12500.0
660,Botswana,1990,2.43,1380000,2.75,90.0,8110.0
661,Botswana,1991,2.5,1420000,1.73,88.2,8480.0
662,Botswana,1992,2.57,1460000,-0.131,86.1,8490.0
663,Botswana,1993,2.64,1490000,-1.18,83.9,8430.0
664,Botswana,1994,2.7,1530000,0.476,81.6,8520.0
665,Botswana,1995,2.77,1570000,1.68,79.2,8900.0
666,Botswana,1996,2.83,1600000,3.13,77.4,9220.0
667,Botswana,1997,2.89,1640000,4.41,75.6,9750.0
668,Botswana,1998,2.95,1670000,3.98,73.7,9640.0
669,Botswana,1999,3.0,1700000,4.74,71.7,10400.0
670,Botswana,2000,3.05,1730000,7.34,69.8,10400.0
671,Botswana,2001,3.1,1750000,4.31,68.5,10300.0
672,Botswana,2002,3.14,1780000,4.36,67.1,10700.0
673,Botswana,2003,3.18,1800000,3.52,65.7,11100.0
674,Botswana,2004,3.23,1830000,2.91,64.3,11200.0
675,Botswana,2005,3.27,1860000,2.85,63.1,11600.0
676,Botswana,2006,3.32,1880000,4.29,61.7,12400.0
677,Botswana,2007,3.38,1910000,3.47,60.5,13200.0
678,Botswana,2008,3.43,1950000,1.76,59.4,13800.0
679,Botswana,2009,3.49,1980000,-5.87,58.4,12500.0
680,Botswana,2010,3.56,2010000,5.76,57.6,13300.0
681,Botswana,2011,3.62,2050000,3.85,56.9,13900.0
682,Botswana,2012,3.69,2090000,2.96,56.4,14200.0
683,Botswana,2013,3.76,2130000,2.72,56.0,15600.0
684,Botswana,2014,3.83,2170000,2.88,55.6,15900.0
685,Botswana,2015,3.9,2210000,3.17,55.3,15400.0
686,Botswana,2016,3.97,2250000,2.86,55.3,15500.0
687,Botswana,2017,4.04,2290000,2.81,55.2,16000.0
688,Botswana,2018,4.12,2330000,2.77,55.0,16500.0
689,Botswana,2019,4.19,2370000,2.57,54.8,17000.0
690,Brazil,1990,17.9,149000000,-8.06,65.0,10300.0
691,Brazil,1991,18.2,152000000,-0.5479999999999999,63.8,10300.0
692,Brazil,1992,18.5,155000000,-2.08,62.7,10100.0
693,Brazil,1993,18.8,157000000,3.42,61.5,10400.0
694,Brazil,1994,19.1,160000000,4.39,60.2,10800.0
695,Brazil,1995,19.4,162000000,2.79,58.9,11100.0
696,Brazil,1996,19.7,165000000,1.26,57.6,11100.0
697,Brazil,1997,20.0,168000000,1.89,56.4,11300.0
698,Brazil,1998,20.4,170000000,-1.22,55.3,11200.0
699,Brazil,1999,20.7,173000000,-0.529,54.2,11100.0
700,Brazil,2000,21.0,175000000,3.03,53.2,11400.0
701,Brazil,2001,21.3,178000000,-0.416,52.6,11400.0
702,Brazil,2002,21.6,180000000,1.35,51.9,11600.0
703,Brazil,2003,21.8,182000000,-0.256,51.3,11500.0
704,Brazil,2004,22.1,185000000,4.33,50.7,12100.0
705,Brazil,2005,22.4,187000000,1.59,50.1,12300.0
706,Brazil,2006,22.6,189000000,2.87,49.5,12600.0
707,Brazil,2007,22.9,191000000,5.06,48.9,13300.0
708,Brazil,2008,23.1,193000000,4.21,48.3,13800.0
709,Brazil,2009,23.3,195000000,-1.21,47.7,13700.0
710,Brazil,2010,23.5,197000000,6.6,47.2,14500.0
711,Brazil,2011,23.8,199000000,1.84,46.5,15000.0
712,Brazil,2012,24.0,201000000,0.22,46.0,15100.0
713,Brazil,2013,24.2,202000000,1.37,45.6,15400.0
714,Brazil,2014,24.4,204000000,0.9520000000000001,45.1,15400.0
715,Brazil,2015,24.6,206000000,1.81,44.7,14700.0
716,Brazil,2016,24.8,208000000,2.19,44.4,14000.0
717,Brazil,2017,25.0,209000000,2.36,44.0,14200.0
718,Brazil,2018,25.2,211000000,2.59,43.6,14300.0
719,Brazil,2019,25.4,212000000,2.79,43.4,14500.0
720,Brunei,1990,49.1,259000,-0.128,59.1,84700.0
721,Brunei,1991,50.5,266000,1.14,58.7,84900.0
722,Brunei,1992,52.0,274000,-3.84,58.0,86400.0
723,Brunei,1993,53.5,282000,-2.25,57.2,84300.0
724,Brunei,1994,54.9,290000,-0.9359999999999999,56.3,84600.0
725,Brunei,1995,56.4,297000,0.354,55.4,86100.0
726,Brunei,1996,57.8,305000,0.9359999999999999,54.4,86400.0
727,Brunei,1997,59.2,312000,1.52,53.3,83100.0
728,Brunei,1998,60.6,319000,-2.95,52.0,80800.0
729,Brunei,1999,61.9,326000,0.61,50.6,81500.0
730,Brunei,2000,63.2,333000,0.4379999999999999,49.1,82100.0
731,Brunei,2001,64.5,340000,0.359,48.2,82600.0
732,Brunei,2002,65.8,347000,1.48,47.1,84100.0
733,Brunei,2003,67.1,353000,0.568,46.1,85000.0
734,Brunei,2004,68.2,360000,-1.73,45.2,83900.0
735,Brunei,2005,69.3,365000,-1.8,44.3,83000.0
736,Brunei,2006,70.3,370000,2.68,43.6,85400.0
737,Brunei,2007,71.1,375000,-1.33,42.8,84500.0
738,Brunei,2008,72.0,379000,-3.25,41.9,81900.0
739,Brunei,2009,72.8,384000,-3.08,41.1,79500.0
740,Brunei,2010,73.7,389000,0.821,40.4,80600.0
741,Brunei,2011,74.8,394000,0.6679999999999999,39.6,82400.0
742,Brunei,2012,75.9,400000,-0.675,39.0,82000.0
743,Brunei,2013,77.0,406000,-2.73,38.6,79100.0
744,Brunei,2014,78.1,412000,3.76,38.3,76100.0
745,Brunei,2015,79.2,418000,1.39,38.0,74600.0
746,Brunei,2016,80.3,423000,2.07,38.1,71800.0
747,Brunei,2017,81.3,429000,3.85,38.0,71300.0
748,Brunei,2018,82.4,434000,3.98,37.8,76900.0
749,Brunei,2019,83.4,439000,1.87,37.8,83100.0
750,Bulgaria,1990,81.4,8840000,-9.96,50.3,9300.0
751,Bulgaria,1991,80.8,8770000,-7.13,50.6,8600.0
752,Bulgaria,1992,79.9,8680000,-6.08,50.4,8060.0
753,Bulgaria,1993,79.0,8580000,1.03,50.0,8000.0
754,Bulgaria,1994,78.1,8470000,2.88,49.6,8180.0
755,Bulgaria,1995,77.2,8380000,4.12,49.3,8450.0
756,Bulgaria,1996,76.4,8290000,-8.35,48.9,8630.0
757,Bulgaria,1997,75.6,8210000,-4.49,48.7,8580.0
758,Bulgaria,1998,75.0,8140000,5.23,48.6,8940.0
759,Bulgaria,1999,74.3,8070000,3.32,48.2,8490.0
760,Bulgaria,2000,73.7,8000000,6.41,47.6,8960.0
761,Bulgaria,2001,73.1,7930000,5.18,47.2,9530.0
762,Bulgaria,2002,72.5,7870000,5.95,46.6,10300.0
763,Bulgaria,2003,71.9,7800000,5.31,45.9,10900.0
764,Bulgaria,2004,71.3,7740000,7.6,45.4,11700.0
765,Bulgaria,2005,70.8,7680000,7.24,45.1,12700.0
766,Bulgaria,2006,70.2,7620000,7.06,45.0,13600.0
767,Bulgaria,2007,69.7,7570000,6.99,45.2,14800.0
768,Bulgaria,2008,69.2,7510000,6.66,45.5,15700.0
769,Bulgaria,2009,68.7,7460000,-4.94,46.0,15200.0
770,Bulgaria,2010,68.2,7400000,1.18,46.7,15300.0
771,Bulgaria,2011,67.8,7360000,4.31,47.7,15700.0
772,Bulgaria,2012,67.3,7310000,1.21,48.7,15800.0
773,Bulgaria,2013,66.9,7270000,1.47,49.8,16000.0
774,Bulgaria,2014,66.5,7220000,2.11,50.8,16300.0
775,Bulgaria,2015,66.1,7180000,3.02,51.9,17000.0
776,Bulgaria,2016,65.7,7130000,3.52,52.9,17700.0
777,Bulgaria,2017,65.3,7080000,3.52,54.0,18300.0
778,Bulgaria,2018,64.8,7040000,3.52,55.0,18900.0
779,Bulgaria,2019,64.4,6990000,3.52,55.9,19400.0
780,Burkina Faso,1990,32.2,8810000,-4.06,102.0,821.0
781,Burkina Faso,1991,33.1,9050000,6.58,102.0,872.0
782,Burkina Faso,1992,34.0,9300000,-0.6759999999999999,102.0,851.0
783,Burkina Faso,1993,34.9,9550000,-3.85,102.0,857.0
784,Burkina Faso,1994,35.9,9820000,-1.89,101.0,845.0
785,Burkina Faso,1995,36.9,10100000,1.24,101.0,869.0
786,Burkina Faso,1996,37.9,10400000,4.42,101.0,938.0
787,Burkina Faso,1997,39.0,10700000,1.84,100.0,970.0
788,Burkina Faso,1998,40.1,11000000,3.41,99.6,1010.0
789,Burkina Faso,1999,41.2,11300000,3.17,98.9,1060.0
790,Burkina Faso,2000,42.4,11600000,-0.8029999999999999,98.2,1050.0
791,Burkina Faso,2001,43.7,11900000,2.84,98.1,1080.0
792,Burkina Faso,2002,44.9,12300000,0.745,97.8,1100.0
793,Burkina Faso,2003,46.3,12700000,4.13,97.4,1150.0
794,Burkina Faso,2004,47.6,13000000,1.51,96.9,1170.0
795,Burkina Faso,2005,49.1,13400000,3.93,96.3,1230.0
796,Burkina Faso,2006,50.5,13800000,3.17,96.4,1270.0
797,Burkina Faso,2007,52.1,14300000,1.06,96.3,1300.0
798,Burkina Faso,2008,53.7,14700000,2.71,96.1,1360.0
799,Burkina Faso,2009,55.3,15100000,-0.0594,95.7,1350.0
800,Burkina Faso,2010,57.0,15600000,4.71,95.2,1430.0
801,Burkina Faso,2011,58.8,16100000,1.1,95.0,1470.0
802,Burkina Faso,2012,60.6,16600000,5.69,94.5,1520.0
803,Burkina Faso,2013,62.4,17100000,4.88,93.9,1520.0
804,Burkina Faso,2014,64.3,17600000,3.57,93.1,1540.0
805,Burkina Faso,2015,66.2,18100000,4.61,92.2,1550.0
806,Burkina Faso,2016,68.2,18600000,4.64,91.4,1600.0
807,Burkina Faso,2017,70.2,19200000,4.66,90.6,1650.0
808,Burkina Faso,2018,72.2,19800000,4.13,89.6,1710.0
809,Burkina Faso,2019,74.3,20300000,4.76,88.6,1770.0
810,Burundi,1990,211.0,5420000,1.15,103.0,1090.0
811,Burundi,1991,216.0,5540000,2.55,106.0,1120.0
812,Burundi,1992,220.0,5660000,-2.29,108.0,1100.0
813,Burundi,1993,225.0,5770000,-2.95,109.0,1020.0
814,Burundi,1994,229.0,5870000,-4.54,109.0,959.0
815,Burundi,1995,232.0,5960000,-13.3,109.0,870.0
816,Burundi,1996,235.0,6040000,-8.74,109.0,790.0
817,Burundi,1997,238.0,6110000,0.0579,109.0,768.0
818,Burundi,1998,241.0,6190000,2.29,109.0,795.0
819,Burundi,1999,245.0,6280000,-3.86,108.0,775.0
820,Burundi,2000,249.0,6400000,-2.56,107.0,754.0
821,Burundi,2001,255.0,6560000,-0.733,104.0,751.0
822,Burundi,2002,263.0,6740000,1.34,101.0,763.0
823,Burundi,2003,271.0,6950000,-4.32,97.7,731.0
824,Burundi,2004,280.0,7180000,1.08,95.0,742.0
825,Burundi,2005,289.0,7420000,-2.71,92.7,724.0
826,Burundi,2006,299.0,7680000,3.32,91.1,738.0
827,Burundi,2007,309.0,7940000,2.73,89.7,748.0
828,Burundi,2008,320.0,8210000,2.59,88.7,759.0
829,Burundi,2009,331.0,8490000,1.04,87.8,760.0
830,Burundi,2010,341.0,8770000,1.35,87.2,764.0
831,Burundi,2011,352.0,9040000,1.75,87.7,772.0
832,Burundi,2012,363.0,9320000,1.58,88.1,779.0
833,Burundi,2013,374.0,9600000,2.02,88.6,791.0
834,Burundi,2014,385.0,9890000,2.28,89.1,803.0
835,Burundi,2015,397.0,10200000,2.34,89.7,749.0
836,Burundi,2016,410.0,10500000,2.54,90.5,721.0
837,Burundi,2017,423.0,10900000,2.73,91.4,705.0
838,Burundi,2018,437.0,11200000,2.93,92.1,691.0
839,Burundi,2019,451.0,11600000,2.89,92.5,678.0
840,Cambodia,1990,50.8,8970000,-2.92,89.3,1010.0
841,Cambodia,1991,52.6,9290000,6.0,90.7,1070.0
842,Cambodia,1992,54.5,9620000,3.85,93.4,1110.0
843,Cambodia,1993,56.5,9970000,-8.39,96.4,1020.0
844,Cambodia,1994,58.4,10300000,5.26,98.2,1070.0
845,Cambodia,1995,60.4,10700000,6.5,98.0,1100.0
846,Cambodia,1996,62.2,11000000,-5.66,97.3,1130.0
847,Cambodia,1997,64.0,11300000,4.8,94.6,1160.0
848,Cambodia,1998,65.7,11600000,0.0085,90.2,1180.0
849,Cambodia,1999,67.3,11900000,10.8,85.4,1290.0
850,Cambodia,2000,68.8,12200000,5.13,80.8,1380.0
851,Cambodia,2001,70.3,12400000,6.56,77.0,1460.0
852,Cambodia,2002,71.6,12600000,8.87,74.1,1530.0
853,Cambodia,2003,72.8,12900000,6.67,71.9,1630.0
854,Cambodia,2004,74.0,13100000,7.6,69.9,1770.0
855,Cambodia,2005,75.2,13300000,11.1,67.9,1970.0
856,Cambodia,2006,76.3,13500000,8.15,65.8,2150.0
857,Cambodia,2007,77.5,13700000,8.98,63.8,2330.0
858,Cambodia,2008,78.6,13900000,4.95,61.9,2450.0
859,Cambodia,2009,79.8,14100000,-1.56,60.2,2420.0
860,Cambodia,2010,81.1,14300000,5.04,58.9,2520.0
861,Cambodia,2011,82.4,14500000,6.02,58.0,2660.0
862,Cambodia,2012,83.7,14800000,6.23,57.1,2810.0
863,Cambodia,2013,85.1,15000000,5.96,56.3,2970.0
864,Cambodia,2014,86.5,15300000,6.18,55.8,3120.0
865,Cambodia,2015,87.9,15500000,6.25,55.6,3290.0
866,Cambodia,2016,89.3,15800000,6.23,55.4,3460.0
867,Cambodia,2017,90.7,16000000,6.47,55.5,3640.0
868,Cambodia,2018,92.0,16200000,6.39,55.8,3830.0
869,Cambodia,2019,93.4,16500000,6.42,56.0,4020.0
